blockSize,capacity,deviceId,expansionLimits,filesystemId,freeCapacity,isConfigTransferEnabled,isConfigTransferEnabledValid,isDedupeEnabled,isDedupeSupported,isLogicalCapacityValid,isLogicalFreeCapacityValid,isNDMPRecoveryTarget,isNonStrictWORM,isObjectReplicationTarget,isReadCached,isReadOnly,isSysLocked,isThinProvisioningEnabled,isThinProvisioningEnabledValid,isTiered,isTransferRawXVLsEnabled,isTransferRawXVLsEnabledValid,isTrueSparseFileEnabled,isTrueSparseFileEnabledValid,isUnlimitedExpansion,isWORM,label,logicalCapacity,logicalFreeCapacity,objectId,status,storagePoolId,tierInformation,usedCapacity,usedSnapshotCapacity,virtualServerId,thresholds.liveReset,thresholds.liveSevere,thresholds.liveWarning,thresholds.snapshotReset,thresholds.snapshotSevere,thresholds.snapshotWarning,thresholds.stopGrowingAtSevereLevel,thresholds.totalReset,thresholds.totalSevere,thresholds.totalWarning
4096,12070275776512,1031,12094627905536,B66311A823E16A360000000000000000,1254357856256,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,CARTOES2_INTF_T3,12070275776512,1254357856256,42363633313141383233453136413336303030303030303030303030303030303a3a3a303a3a3a4f49445f24232140255f56,MOUNTED,13146620376781498893,[],10815917920256,0,8,80.0,97.0,90.0,80.0,97.0,90.0,False,90.0,97.0,95.0
4096,18192038625280,1030,18691697672192,B66311AA7C5D34970000000000000000,2643849797632,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,FDI4_INTF_T3,18192038625280,2643849797632,42363633313141413743354433343937303030303030303030303030303030303a3a3a303a3a3a4f49445f24232140255f56,MOUNTED,13146620376781498893,[],15548188827648,0,8,80.0,97.0,90.0,80.0,97.0,90.0,False,90.0,97.0,95.0
4096,12070275776512,1025,12094627905536,B66311AC6A7787D50000000000000000,869127970816,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,cartoes20_INTF_T1,12070275776512,869127970816,42363633313141433641373738374435303030303030303030303030303030303a3a3a303a3a3a4f49445f24232140255f56,MOUNTED,13146620376781498893,[],11201147805696,0,8,80.0,97.0,90.0,80.0,97.0,90.0,False,90.0,97.0,95.0
4096,29665540440064,1084,29686813949952,B66311B09AAB47E50000000000000000,3308341522432,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,cartoeslegado_INTF_T1,29665540440064,3308341522432,42363633313142303941414234374535303030303030303030303030303030303a3a3a303a3a3a4f49445f24232140255f56,MOUNTED,13146620376781498893,[],26357198917632,0,8,80.0,97.0,90.0,80.0,97.0,90.0,False,90.0,97.0,95.0
4096,19243466752,1083,19327352832,B66311B2EC5D12710000000000000000,16795795456,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,QUORUMITAUSQL_INTF_T1,19243466752,16795795456,42363633313142324543354431323731303030303030303030303030303030303a3a3a303a3a3a4f49445f24232140255f56,MOUNTED,13146620376781498893,[],2447671296,0,8,80.0,97.0,90.0,80.0,97.0,90.0,False,90.0,97.0,95.0
4096,1867329306624,1082,4398046511104,B66311B4D5EBAB980000000000000000,305858252800,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,migtemp_INTF_T1,1867329306624,305858252800,42363633313142344435454241423938303030303030303030303030303030303a3a3a303a3a3a4f49445f24232140255f56,MOUNTED,13146620376781498893,[],1561471053824,0,8,80.0,97.0,90.0,80.0,97.0,90.0,False,90.0,97.0,95.0
4096,1424561799168,1089,1429150367744,B66311B91DB72F740000000000000000,188409430016,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,fdi2023st_INTF_T0,1424561799168,188409430016,42363633313142393144423732463734303030303030303030303030303030303a3a3a303a3a3a4f49445f24232140255f56,MOUNTED,13146620376781498893,[],1236152369152,0,8,80.0,97.0,90.0,80.0,97.0,90.0,False,90.0,97.0,95.0
4096,115502743552,1088,1099511627776,B66311BB096DA5030000000000000000,19295739904,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,cartoes23_INTF_T0,115502743552,19295739904,42363633313142423039364441353033303030303030303030303030303030303a3a3a303a3a3a4f49445f24232140255f56,MOUNTED,13146620376781498893,[],96207003648,0,8,80.0,97.0,90.0,80.0,97.0,90.0,False,90.0,97.0,95.0
4096,5486485176320,1087,5497558138880,B66311BD709BB2F70000000000000000,931909603328,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,ITAUAUDIO2023_INTF_T0,5486485176320,931909603328,42363633313142443730394242324637303030303030303030303030303030303a3a3a303a3a3a4f49445f24232140255f56,MOUNTED,13146620376781498893,[],4554575572992,0,8,80.0,97.0,90.0,80.0,97.0,90.0,False,90.0,97.0,95.0
4096,7353814482944,1086,7365868912640,B66311BF401172E50000000000000000,927269273600,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,fdi2022st_INTF_T3,7353814482944,927269273600,42363633313142463430313137324535303030303030303030303030303030303a3a3a303a3a3a4f49445f24232140255f56,MOUNTED,13146620376781498893,[],6426545209344,0,8,80.0,97.0,90.0,80.0,97.0,90.0,False,90.0,97.0,95.0
